Lang,Text,Author,Service
en,axios fema running money social security military running recruit equipment go never ending money ukraine money pay possible voter student loan list endless priority please,ValentinaLuvMe,loan
en,presssec potus forgiving loan asking taxpayer pay,markbole6,loan
hi,@MahindraFin ₹12200 के loan emi पर अब loan moratorium के  नाम पर ₹20225 लिया जा सीधे तौर पर ₹8025 intrest के नाम पर लिया जा रहा हमें इसके बारे में पहले जानकारी नहीं दिया गया था अब mahindra finance के द्वारा घर आ के जबरदस्ती किया जा रहा है। #MahindraFinance @jagograhakjago,Suraj40135068,loan
en,RT @DevenLakum: @HDFCBank_Cares @HDFC_Bank @PMOIndia @RBI Many loan accounts of other customers are shown to me while login to HDFC online…,DevenLakum,loan
en,open lifetime isa save per year get govt bonus house deposit saving meaning grab every year government withdrawal charge may apply choose stock amp share lisa capital risk,moneyboxteam,savings
en,@MahindraFin @RBI Sorry to say but Mahindra Finance services are most pathetic. They do not provide you NOC even after closing the loan. You already charged such high interest give me my NOC and stop saying it's with RTO. I don't have any proof if my loan closed @FinMinIndia,sato132,loan
en,"Kudos PM @narendramodi Ji Govt 
#CashlessIndia 
In a first, credit card spend crosses Rs 1.4 trillion-mark in May: RBI data
HDFC Bank,  18.12 million cards in May and a 28.5% market share in spends. HDFC Bank is followed by SBI Card,&amp; ICICI Bank
https://t.co/9smXYmpOKt
@PMOIndia https://t.co/bKGIpKXyf8",zahidpatka,card
en,rajarshimedhi thank sharing detail u get back within hour regard tata aig general insurance co ltd,TATAAIGIndia,insurance
en,"RT @IDBI_Bank: Built the way to success with IDBI Bank’s i_Learn Education Loan. Start your journey today! For more details, visit: https:/…",KdgSundari,loan
en,@IqooInd Why no sbi debit card / credit card option in prebook of #IQOONeo7Pro on #Iqoo website @nipunmarya ! You have mentioned about SBI in bank offers but now its not showing !!! Im attaching screenshot ! https://t.co/cdMeMb8TdR,PPratik12,card
en,nikhilm hi nikhil reached official page aditya birla health insurance concern related aditya birla finance limited sent detail get touch earliest feel free reach u assistance,abhealthin,insurance
en,rt mewvore dear mario toad creased j killed collected insurance money barely enough get two pair,Pizza_Rollios,insurance
en,"@CaresHdfc_1 Daily 4-6 calls from @HDFC_Bank_07 &amp; @sanjivrbajaj's @Bajaj_Finserv to sell their loan products to me,a sr citizen.  I report each of them here &amp; receive bot respons they don't belong to them. Why should someone call PPL to sell their products without them knowing, for fun?",Josephkv9,loan
hi,@MahindraFin sir mera mahindra finance se loan 10ka dude date hai ...aaj abhi 10hua hai lekin aapka employee bahut batmiji se mijhse call kar ke baat kiya ..,Abcd60749826997,loan
en,"Here are the details of my payment's!

Loan Account Number: 2414081/COIO00100007914064.

Paid - 244768/- in to Heroficorp account with Axis Bank bearing account number - 9140200010307454. On may 25th 2023.

Paid the remaining 14020/- incl fc int+fc charges of 5%",Yeahalrighty23,loan
en,iciciprulife taken disability rider one life insurance policy icici physically disabled disability certificate government disability disability claim rejected icicipru without proper reason,nirajgargynr,insurance
en,"@Yishay__Majors @shift_in2_turbo My bottom line (America's God) is telling me that Bidenomics sucks, literally sucks.

Infrastructure? Where, exactly?

Gun legislation? Where, exactly?

Student loan forgiveness? That never happened. But PPP loans were forgiven to corporations.",GreenFrogPub,loan
en,@LavaMobile I have not received ₹1000/- off on icici bank credit card,rakeshpillai4,card
en,i heard getting an american express credit card gives you access to the star alliance lounges in airports for those long layovers 👀 someone verify this fa me,afrikkana,card
te,"ఒకేసారి రెండు గుడ్‌న్యూస్‌లు చెప్పిన SBI.. ఆగస్టు 31 వరకే ఛాన్స్.. మళ్లీ మళ్లీ ఈ ఛాన్స్ రాదు..
#SBI #SBINews #Businessnews #Telugunews 

https://t.co/fH2ponmjEq",SamayamTelugu,loan
en,rt standardbankza make saving habit stand chance winning opening deposit amp c apply http co uxdalntyzf sblove,Realt_fxc,savings
en,"Conveniently make your American Express credit card payment using https://t.co/hCSGjLS3Nw. Try it now! 
 
Learn more: https://t.co/ZJIMKdXfR9
 
 #AmericanExpressCreditCardPayment #AmericanExpressCreditCard https://t.co/5jUo9UKeky",VariousPayments,card
en,rt thatweirdguy alifarhat majority saving transferred sofi give direct deposit early,Kenmegan44,savings
en,payday piggy distributing fund across account deposit account wishtender personal saving account hell would need femdom findom,sensorygirl_,savings
en,@IDFCFIRSTBank @RBI @FinMinIndia @mygovindia @RBIsays @RBI Greetings !! I have a complaint regarding depositing cancelled cheque of a closed loan and withdrawing of money by idfc first Bank  from my sbi bank account . It seems to me that it was totally a fraudulent way of use of one instrument at another place. Kindly do the needful,Parth_offical64,loan
en,harryscoffin housepricemania mean buy cloth choice liberating one endorse compulsion buy one leasehold dead ripp obvious pay interest future deposit u get saving lol,valdore420,savings
en,irishhillsider mattake occupydemocrats gender study entail talking trump mean transvestite oppressed coz biden forgiven student loan yet fkn pony,ADHD20B,loan
en,pnb credit card apply online india http co yzsccihp talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,insurance
en,bajaj finance personalfinance miss tax break tip maximising saving filing itr cnnnews read http co xrzhjz w bajajfinserv bajajfinance financialliteracy,Bajaj_Finance,investment
en,"RT @JudyinWa: @JoeyMannarinoUS There has been a 3% charge as a credit card processing fee (except for American Express, which charges more)…",ScienceShaun,card
kn,"ದೇಶದ ಅತಿದೊಡ್ಡ ಸಾರ್ವಜನಿಕ ವಲಯದ ಬ್ಯಾಂಕ್ ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್ ಆಫ್ ಇಂಡಿಯಾ ತನ್ನ ಕೋಟಿಗಟ್ಟಲೆ ಗ್ರಾಹಕರಿಗೆ 
ಬಡ್ಡಿದರ ಏರಿಕೆ ಮೂಲಕ ಮತ್ತೊಮ್ಮೆ ಆಘಾತ ನೀಡಿದೆ. 
#SBI_Bank #SBI 
https://t.co/dmQayd3tWv",EtKannada,loan
en,rt nyebe official afford car installment r salary client ok rather save r month year,Foxy118154690,savings
en,"@sanjuagar87 @sandichetan Ji Sanju, We apologize for any inconvenience caused. There were intermittent fluctuations with the Axis Bank Credit Card during your transaction, leading to its failure. Rest assured, amount will be automatically refunded to your account within 3 working days.",GoKiwiNow,card
en,lodha next talking driving tailor made banking recommendation every customer every time expert aditya birla insurance broker jm finance live growthmixer mumbai,moengage,insurance
en,rt annyeongonglee proxie bright life insurance proxieth proxieonglee http co ltaa,PYPCHANTHI6504,insurance
hi,@NigarNawab @AxisBankSupport @TheOfficialSBI @HDFC_Bank @_IDFCBankCares @rblbank @Bajajfinance01 @YESBANK @pnbindia @WorldBank @RBI  iske zemmedar ye log bhi hai bank wale bhi logo ko bahot pareshan karte hai or jab Tak loan lene wala mar nahi jata tab tak pareshan karte hai,abutalib1991,loan
en,tjmokajones skmorefield ok stop good school choice woke police think week abortion thing early st trimester max real issue ran pres month getting elected handling insurance problem nobody perfect,ClarifyingTaco,insurance
en,rt honautism cute card mysterious card http co hqugnqnp,AminastarOwO,card
en,bajaj finance never help business model great social medium first guy take payment card issue one emi bounced bcs technical else issue charge block card matter within hour emi repaid worstexp,Sudhans15117951,emi
en,"RT @santum0018: Having serious security issues with ICICI Bank credit cards.

Was doing transaction with my icici card in amazon put a wron…",prashant1630,card
en,prahi wealth wealth planner lic life insurance health insurance personal accident contact email prahiwealth gmail com website http co z sqhlvxdw prahiwealth prahiwealth lic lifeinsurance healthinsurance personalaccident http co zgecujkvft,PrahiWealth,insurance
en,got hand bajaj finserv emi card game changer preapproved loan easy emi repayment option loving shoppingspree,BhalotiyaY,emi
en,bajaj finance big fraud company fraud two time sending mail one replied management also reply customer take loan product bajaj call,AnilGho12047174,loan
en,activate pnb net banking http co wxpuzrdjx talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,insurance
en,"RT @kamakarzy247: @Emmanue94098366 @woye1 Even just now, HSBC bank sent me a mail advertising loan. They clearly stated what you CANNOT USE…",VIlomechine,loan
en,"Hi @HDFC_Bank, today i got a mail for HDFC credit card  from HDFC bank and when i was applying, at the end of interface my debit card number, validity and pin was asked. As per @RBI guidelines we should not share our details specially pur DEBIT card pin.",Meghakhaturia,card
en,@ICICIBank_Care I have an ICICI Bank A/c at Chandi Chhak Cuttack. The address in this a/c is my Cuttack address. I just received a mail that my new debit card for this a/c is despatched to Cuttack address.  Presently I am at Mumbai and unlikely to go to Cuttack in near future,dash_purnendu,card
en,"@Koover88 Then you are NEVER buying an EV.  Because they will NEVER do that even if the technology is there for them to do that.  

The goal is to total the car either with a turbo-charged engine or a battery pack at the same time the loan ends.... grinding out the middle class between…",TFL1728,loan
en,kamrana hi kamran ali yet receive detail request share help u assist better regard tata aig general insurance co ltd,TATAAIGIndia,insurance
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,Derrickipruto,insurance
en,@JoeyMannarinoUS Well I repair heavy equipment and semi trucks. We have to do the same thing because the credit card companies charge us. Also we absolutely refuse to take American Express because they will back charge and take every dollar every time a cardholder makes a fraud complaint.,RickB23452,card
en,jagograhakjago dear sir adityabirlagrp aditya birla housing finance limited harrasing since november paid two time foreclosure amount r want insurance payment extract payment back noc bank deleyed call,villager07,insurance
en,@FaizNaik9 @getpeid @nothingindias Used axis bank debit card - 3000 discount + 2000 preorder bonus discount... 50000-2000-3000=45000/-,akarshtogari,card
en,rt quicktake south korea unique rental system tenant pay deposit often comprised life saving sizeable bank loan,jsnotinteger,savings
en,bajaj emi card apply online apply bajaj finserv insta emi card online telugu http co jhnqgu dcz,districtsinfo,emi
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,Shadrac02581803,insurance
en,rt azeem pmshehbazspeed pmshehbazspeed loan financial initiative introduced government country region p,Shahruksheikh9,loan
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,gmugezi,insurance
en,@TheOfficialSBI I have done payment via Other bank debit card (ICICI) I had talk with them them they say payment has been done via ICICI and Has been credited to SBI hence I had approached you for the same thing,CHARMILPATEL15,card
en,indian student brutually beaten khalistan supporter sydney australia govt india must act identity anti india element revoke oci pio card check financial transaction inspect property india amp act illegal property http co lm mcohw,AskAnshul,card
en,@Arifsha97535228 @IqooInd @ananthnani Bro iqoo ki website p jao HDFC and ICICI Bank k credit card and debit card dono p 2k ka offer h and on Amazon only sbi credit card.,tec_ultimo,card
en,dear responsible people sbi life insurance running money one taking action anything happens life sbi life insurance shall held responsible cheated irdaindia theofficialsbi consumerforum http co hau vit v,singhumesh1559,insurance
en,rt enerianna swifties literally holding global economy together credit card glitter friendship bracelet leave u alo,rachrosexx,card
en,goldman sachs axis bank maintain buy target raised goldman sachs bajaj finance maintain sell target raised jefferies cholamandalam investment finance maintain buy target raised,VarunDubey85,investment
en,hi join start earning money sofi checking saving earn apy pay account fee use link sign get bonus set direct deposit http co ttbdnj pmx,Macjerms98,savings
en,"There are few banks that give Educational loans without collateral 

1. Axis Bank education loan
2. HDFC credila 
3. SBI Educational Loan
4. Avanse Financial services 
5. incred
6. Auxilo.",avis_raknas,loan
en,bajaj finserv urgent response needed paid loan remain open balance r waiting month close bjaja keep giving excuse contacted customer care say hour frustrating customer deserve better service bajajloan,santoshmishra11,loan
en,ticket regarding bike insurance renewal payment deducted july policy generated request escalate request generate policy previous policy expiring tomorrow payment aditya birla portal universal sompo http co vpzjswls,Sanjay_Gangwarr,insurance
en,pnb atm card tracking status http co g ddx pylx talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,insurance
en,rt oneasset thrilled welcome aarthi ramakrishnan head strategy one asset enhance focus global asset,NavinUpadhyaya,investment
en,"@ankurmittal @credofly Personal loan coming soon on FLIPKART ...WITH AXIS bank tie up 
https://t.co/BF92FNmRAt",ankushanup,loan
en,"Card offer of INR 3000 on Axis Bank Credit and Debit Cards.
Card offer of INR 400p on HDFC bank credit card on order of 50000 and above
Special INR 5000 off for limited units or till stock ends.

Can't be exercised together is what I understood. #nothingphone2",Abhi_Banarasi,card
en,rt powpow made hundred million climate awareness gore company generation investment management pay per mont,feckdoo,investment
en,firepot x sei access wide range investment option tailored goal risk appetite integration offer personalized intelligent approach wealth management,foltder,investment
en,@saurabh1234526 @vicksj @IqooInd @amazonIN No I also tried. 'SBI Card' and normal 'SBI Bank cards' are different. I also noticed it today. Also there isn't instant discount of Rs.2000 on ICICI debit card. Real shame @IqooInd by providing wrong details. #iQOONeo7Pro,KailasUnni4,card
en,rt cheruiyotkb emergency fund cover sudden unexpected cost e g medical bill car repair job loss also help avoid relia,victoradinda7,insurance
en,rt thetokentimes welcome blcr epicenter p e gaming card endless strategy game keep evolving exci,freyaaa44,card
en,rt bhalotiyay got hand bajaj finserv emi card game changer preapproved loan easy emi repayment option,Tarun_dhawan1,emi
en,rt gganeshhh rub salt middle class wound nirmala ji style public like new scheme people cannot dr,RohitSi70785609,loan
en,@IDBIBankCares @IDBI_Bank does your RAC follow any turn around time on queries. Because I have been trying to close a loan for 2 weeks plus now but RAC Andheri does not respond to calls at all and emails maybe once in 3 days... Is this what banking has come to?,shilpa91663,loan
en,bajaj finserv added amount bajaj finserv wallet unable transfer amount saving account,Theharshrajora,savings
en,"RT @HTMumbai: ICICI Bank sanctioned  ₹300-crore loan to Videocon Group company when it had no cash flow: CBI 

(reports @charulshahjoshi)
h…",Janhviash,loan
en,"@AbhiChtrj @ashutos9120 @anirban4you If we pay credit card bills on PayZapp using HDFC Bank's Millennia Debit Card, will be get 1% cashback points same as we get on PayTm wallet loading?",abhishek12333,card
en,rt standardbankza make saving habit stand chance winning opening deposit amp c apply http co uxdalntyzf sblove,AmaMdi27,savings
en,"Lenovo IdeaPad Intel Core i5 11th Gen Gaming Laptop (15.6 inch, 8GB, 512GB, Windows 11, MS Office, NVIDIA GeForce GTX 1650, FHD IPS Display)

Deal Price: Rs 51,990

HDFC/ICICI Bank Credit Card Price: Rs 46,990

Offer Link: https://t.co/B7B78y5AQT

#Croma - Wishlist Sale

#Ad",discountsdeck,card
en,rt lawrenz nigerian card working internationally,nana_highbee01,card
en,"RT @POOJAGU04222710: @HDFC_Bank 
We booked flights using HDFC card from cleartrip using no cost emi option.just now we received mail from l…",POOJAGU04222710,loan
en,"@canarabank @PMOIndia @EduMinOfIndia @myogioffice I took education loan from Canara Bank in 2018 for 'DNS leading to Bsc'. Due to COVID my training is not completed,
So I request you to extend my moratorium period for repayment or decrease the emi Rs 16383.",AnuragS13941711,loan
en,@ICICIBank_Care issue I am facing regarding my ICICI Bank Credit Card ending  and the delay in receiving my rewards in my Amazon Pay Wallet Account. Why ICICI bank is not credited Rewards to my Amazon Pay wallet.,JitendraAIIMS1,card
en,"RT @ajitsingh0902: Prime Day deals offering ₹1,000 off on ICICI Bank credit card but excluding Amazon Pay ICICI Bank Card be like: https://…",UthaaleReDeva,card
en,@SMARTWORLDDEV Question is: When do you plan to resolve  your loan hold with HDFC AND ICICI bank?,yashagr13,loan
en,"Axis Bank personal loan pre closure was done last month 16, full loan amount was deducted from my sb account. But again July month EMI was deducted from my sb account. This is totally unfair as the loan amount fully paid already on what ground bank authority is taking my money.",Sathyan96573684,loan
en,almightyfirekin skeldra melanieebh yeah skeldra helped depression recently gave million dollar cash payed student loan well forever grateful skeldra,ceptrex,loan
en,coulsdonthfc lay k deposit k saving yer giving k,GogleddIwerddon,savings
en,rt terraloire big bank multiple leader sit hospital board toronto pwc kpmg mckinsey multiple investment,PennyPo54201061,investment
en,hdfc bank icicibank bajaj finserv idfcfirstbank providing data call centre calling loan daily really worth,probe80,loan
en,"RT @Mysterydealz: MSI Modern 15, AMD Ryzen 7-7730U, 40CM FHD 60Hz Laptop (16GB/1TB NVMe SSD  @52490

Link : https://t.co/2ZortO1DrQ

Apply…",SuperStarStan,card
en,investing tip investor base buy sell decision short term stock market forecast often experience notably poor investment result http co qkqfd wndi,pmckeough,investment
en,"RT @DealBeeOfficial: For Audible Subscription, You Need A Credit Card / Kotak, ICICI Or Citi Bank Debit Card For Payment.

Best Thing : ICI…",DealBeeOfficial,card
en,"@MobiKwikSWAT @Akshays0318 @sahilchamp @CybercrimeCID @jagograhakjago @Cybercellindia @Cyberdost @BipinSingh @RBI @BJP4Haryana @police_haryana @anilvijminister @cmohry Because of mobikwik security flaws, scammers tried to access my credit n debit card, which was stored in Mobikwik app but thanks to ICICI bank's cyber security my cards were instantly blocked and the bank still have not unblocked my cards cuz I haven't instructed them to do so.",aartigoswami,card
en,"""Surprised to find an active Axis Bank credit card ending with 5669 on my CIBIL report. I never applied for or used it. Requesting @AxisBank to kindly close the card and investigate the matter promptly. #CreditCardIssue #CustomerService""
@AxisBankSupport",sunilbutolia,card
en,cost emi consumer loan upto month gst invoice available iclub reward point every transaction imagineapplepr imagineinfirozpur,sandeepkishore_,emi
en,"I already have the Axis bank CC, then I have applied for Rupay Credit card they rejected stating the some internal norms, why these banks are rejecting/Delaying Rupay Credit card applications @AxisBankSupport @AxisBank @RBI",akhileshuppala3,card
en,"@AxisBankSupport 
How to activate NACH e-Mandate for my existing Axis Bank personal loan from @bankofbaroda Account?",SrinivasMShetty,loan
en,"@HDFCBank_Cares @MumbaiPolice @HDFC_Bank @HDFCBankNews Ok, my questions remains the same, I have HDFC Neu card and want HDFC DCB. I can’t apply as HDFC has policy of issuing only 1 credit card to an individual. Is it true ?",ApoorvvDixit,card
en,"@Axis Bank Support 
@RBI
Principal Nodal Officer

Why you added DEBIT INTEREST&amp; GST CHARGES IN AXIS CREDIT CARD WITHOUT INFORMING AND FOR WHAT YOU GUYS ADDED THIS CHARGES.

REFUND THIS AMOUNT AND CLOSE
❌THIS WORST FRAUD CREDIT CARD❌ https://t.co/Yaw57bnbJD https://t.co/rbcMQVjWBI",Anukumari2303,card
en,"@AxisBankSupport 
I have been using the axis bank flipkart credit card from over a year now. However, since about 45 days I have been facing an issue in accessing the credit card details. I haven’t even received my statement for June 2023.",NirajPunjabi1,card
en,abhealthin contacted several time customer care aditya birla health insurance complementary health checkup told many time send detail diagnostic centre still received yet,dewan_dipayan,insurance
en,investing idea amp kingmaker titan nestle infoedge zomato pnc infra macrotech developer bajaj fin finserv auto sbi bank card amp payment life hdfc bank amc life pnb canara bank tc tata technology chem http co vrhxluzyow,Ranveer96411265,card
en,"@HomeLoansByHDFC
@HDFC_Bank
@SmitaHDFCBank
@myogioffice
Hello respected sir/mam
Sir I applied for a home loan but your bank staff but  closed my home loan  application without my knowledge I have ,action should be taken against them and I should reapply my home loan  application https://t.co/yam6Fs2Lf3",kmnisha1611,loan
en,"RT @amazonIN: Thinking of making travel plans? You're in luck! Book flight tickets during our travel sale between 19th - 24th June, 2023 an…",ommprakash137,card
en,leaningosqueak also actually insurance one point covered max chronic condition term pocket checkup stuff,OhDoShutUpSteve,insurance
en,pnb make policy care health insurance r without permission amount cut account,madhu992211,insurance
en,"HDFC bank leads the credit card market share with 1.81 crore cards and 28.5% of total credit card spends. 

SBI and ICICI follows HDFC with 1.71 crore and 1.46 crore cards respectively",credofly,card
en,@RBI @AxisBank @AxisBankSupport It's very unfortunate that big Bank like Axis resort to such unscrupulous methods of unauthorised debit of money from customer account in lieu of debit card charges with no advanced notification. https://t.co/sFZmOC4tye,SJ65330069,card
en,dfcugroup rojamaibo dfcu lira always congested result slow speed atm machine time dispensing amount want yet within limit seal atm card peeling etc,RobertInnocen11,card
en,"If you’d like to own an American Express card, you’d do well to learn your chances of approval before you submit an application. You can begin by understanding AMEX’s credit score requirements. https://t.co/biaJAkisqP",BadCreditorg,card
en,"@AxisBankSupport @RBI Now i don't have an axis Bank account. When I checked CIBIL score, consumer loan is active. I want know why it's reflecting as active. Please update on this. FYI. https://t.co/gkjjO1ErpO",IamSrini_N,loan
en,rt stock precision u ethanol popular investment theme blending petrol alcoholic drink hand sanitizers antisept,RahulHarlalka,investment
en,"@FinMinIndia financial discipline,Bhubaneswar 14th December 2022.That PNB Bank/ Oriental Bank of Commerce had classified the account as NPA on 28th April 2017. We, even afterclassification of the asset as NPA, had deposited Rs. 33,14,786.16 in the above loan account till auction.",PrabirK41333488,loan
en,@HDFC_Bank please stop calling for personal loan and any other loan..! please remove my number 9822946164 from your data base! also i wish to close my account with hdfc bank! pls stop mental harrasment.even after written application your BM did not respnded for wayoff charges..!,ShreeJadhav7565,loan
en,vishalg w dear vishal regret inconvenience caused please dm registered mobile number e mail id policy detail connect detailed feedback regard tata aig general insurance co ltd http co jq ekbwpa,TATAAIGIndia,insurance
en,bhash possible electrocution riding condition insurance company take note add clause insurance scheme vehicle insurance well life insurance type sbilife hdfclife iciciprulife kotak life maxlifeins,sastrasaastra,insurance
en,bajajallianz bajaj allianz general insurance og customer id corrected car insurance policy awaited inclusion nominee amp correction pin code take long please treat priority,sweetpotato10,insurance
en,"Esteemed @AshwiniVaishnaw Sir
Now in #Train-Tragedy,Crores of RupeesDamagedBy#Anti Nationals. My Son Dr SANJAY RAJ Had Availed #education Loan to be a doctor from PNB,Mahatab Road,Cuttack.He worked hard to save lives at #DHH,https://t.co/Bjwlc8ykbO bank tortures.@PMOIndia.Help",drrkmohanty,loan
en,campaign aim honour frontline team kotak life subhasis ghosh kkalpu read full article http co qkxsdrkrxf http co gwxh gkgvw,ITVNewz,insurance
en,"@RajanWalawalkar : Sirji : PL SEE RBI NORMS REG RECOVERY EMI/LOAN BY LEGAL ENTITY/BANKS /NBFC BUT DUE TO INCOMPETENCY OF RBI &amp; USELESS TEAM ,ALL SHOWING BIG THUMB TO RBI  NORMS &amp; DOING GOONDAGIRI WITH BORROWERS /RELATIVE /CONTACTS &amp; EVEN MURDERED #PREGNANTWOMAN :MAHINDRA FINANCE https://t.co/5MnNhq7rTO https://t.co/7ZqU4bQfl7",BandanaMrs,loan
en,@ICICIBank @RBI @FinMinIndia ICICI Bank didn't support us in credit card and pl restructuring in COVID I have all valid proof of it now harrassing like anything as well they did fraud of selling two card on one limit and charges fees charges on both the card and made it critical,SumatiYadav6,card
en,secure financial future second job become lic agent delhi website http co kve wq email ravinder singh licindia com insurance lifeinsurance insuranceagent insurancebrokers vacancy jobhunt parttimework payout freshersjob jobsearch http co p u seusz,becomelicagent,insurance
en,"I want to transfer my salary account to HDFC from ICICI Bank as I am not satisfied with @ICICIBank 's service.
I maintain a decent MAB. Let me know which variant of account, debit, and credit card will you give me. 
@HDFC_Bank , let me know of any more details you need in DM.",jinam_shah,card
en,adeepakindia thank sharing detail u get back within hour regard tata aig general insurance co ltd,TATAAIGIndia,insurance
en,bajaj finserv last transaction nd april year charged annual fee emi card r,amitdeoji,emi
en,"@SuparnaSharma @ICICIBank @iamsrk ICICI is the most heartless and shrewd bank. I've had the worst experience with them I'm not surprised they're acting inhuman.

I'd rather beg on the streets but not take a loan from ICICI",TheLonStRanger,loan
en,pnb credit card payment debit card http co w j oyals talkersmoney finance money investing success business entrepreneur rich stock sensex nifty mutualfunds insurance bank personalfinance financecoach,Talkers_Money,insurance
en,rt licindiaforever lic dhan vriddhi non linked non participating individual saving single premium life insurance plan,SatyendrNaitha1,insurance
en,rt naandikat sensitive data kotak life idfcfirstbank theofficialsbi amp helloturtlemint compromised dark web,MadnessHoney,insurance
en,@AxisBank Hey @AxisBankSupport  I blocked my lost debit &amp; credit cards and applied for new ones via Axis bank app on 1/7/2023. I got a new Credit card but not the Debit card. Ur telemarketing executive Akanksha told me today that I need to go to the branch. What for is your App?,dipsy227,card
en,rt milescortez tictoctick first step nationalized socialized home insurance like plan keep,Mariu_CryptO,insurance
en,pnbindia jagograhakjago pnbhousingfinan opted home loan bank given insurance dont want continue insurance already health insurance term insurance want cancel insurance pnb want refund,sumi143t,insurance
en,"@theman_09 Capitol One Venture gives you two free per year and gives you a credit towards pre check. The Venture X gives you unlimited access but it's a higher fee.

Platinum Card from American Express gets you into the Centurion which is by far the best lounges. Just again higher yearly.",PchHead00,card
en,"Dear IIFL 
I have taken home loan but after payment of regular EMI still ROI is very high @ 9.84 p.a HDFC bank offer me ROI @  8.40 Request you to reduced My EMI my Loan account-IL10200354 @IIFLHomeFinance",VikasKu30066467,loan
en,jiocare airtel presence trai stop getting spam call daily basis even activation dnd mobile number specially bajaj finance credit card loan,nitingupta240,loan
en,RT @dinipi: @HDFC_Bank my credit card is not working whom to contact,Subhash55335932,card
en,rt akaren k simonateba joebiden biden dictator http co alrvl pcy,Retributor99,loan
hi,@VikramLtp कृपया चेक करें कि क्या आपके कार्ड पर ई-कॉमर्स ट्रैंज़ैक्शन एक्टिव है | इस संबंध में जानकारी हेतु इस लिंक   https://t.co/yhvVQ1vg18  पर क्लिक  करें |,TheOfficialSBI,card
en,"@AxisBank I am writing to express my appreciation for the invaluable assistance provided by Mr.M.Saravana Mahendran &amp; https://t.co/bcXZcS0JQs Prakash of Axis Bank,Ramanathapuram(1080)  in helping to claim my brother N.Thennavan(Late),Personal accident Insurance with  Debit Card. https://t.co/nZ4H2VHKJq",er_ikathiravan,card
en,"@HDFCBank_Cares 
Debit Card Recarding fraud being orchestrated by HDFC Bank Officials at Vapi Branch, targeting Senior Citizens, Bank Involvement evident, No Complaint being registered, no resolution in such cases😥😥
@HDFC_Bank @CarebyHDFC_HL @CarebyHDFC_HL",KLakhani2023,card
en,kotak life udaykotak kotakbankltd hi dropped email today group insurance email greivance email discussed regarding requisite pls check,DreamersLalit,insurance
en,"RT @AbhiChtrj: Paytm to stop wallet load via debit card

Got this Paytm notification

Now we cant use HDFC Millennia debit card and RBL Sig…",vinoykumarjha,card
hi,"Cheap Gold Loans: ये 5 बैंक दे रहे हैं सबसे सस्ते गोल्ड लोन, फटाफट चेक करें Interest Rate

#GoldLoans #InterestRate

https://t.co/qTgSY62PRR",ETNowSwadesh,loan
en,rt henghaileng proxie bright life insurance proxieth proxieonglee ht,preeya_mt,insurance
en,@AxisBankSupport I have NRO account with Axis bank and have a debit card. I am trying to buy something from Amazon India. I am not receiving the OTP to my registered mobile number. The OTP is being received for log in. How can it be fixed?,ajain123,card
en,lic international http co pbitnrzdsv join hand accelerate insurance growth policybazaaruae read newsvoiruae story http co qvqilqsy k http co rxoud ukau,NewsVoirUAE,insurance
en,@RebelloRaul I am existing customer of Mahindra finance and I reapply for loan on 3rd July and now I am waiting Mahindra finance Kolkata branch swing me...,KumarRahul84263,loan
en,@talk2CRMDemo  Canara Bank Home Loan rates at X%,TalismaDemo,loan
en,"@anandmahindra @ERISEBharat AGREEMENT No : XRESPNR00925660. Branch pantrudi, tamilnadu We got a loan of 180000rs from Mahindra Finance in 2019 and now we are paying due till July 2023. In the statement sent MFC,the total installment amount 243779rs the amount paid is 227222rs.",Harikri63793844,loan
en,prasadkumarvs hi prasad regret inconvenience caused please share email id contact detail via direct message dm team connect resolve concern promptly regard sbi general insurance http co nky ekx,sbigeneral,insurance
en,rt subhrabera tata crucible b bajaj allianz general insurance followed amp participated fb instagram twitter linkedin platfo,SubhraBera17,insurance
en,"@Yishay__Majors @shift_in2_turbo I'll give you infrastructure just because it's to nuanced to argue via Twitter. 

The student loan part is laughable he is pussyfooting it as best he can to get to the next election. 

Didn't get ROE set as law, did not get his major 3.5 trillion pack passed 
I could go on",nightwing01,loan
en,president biden cracking short term health insurance plan hit consumer hidden fee insurance company must disclose covered crucial win american http co kdb lafis,TheDemocrats,insurance
hi,"Bihar Crime News: एक्सिस बैंक से नकली सोना देकर लिया सवा करोड़ का लोन, 30 लोगों पर FIR दर्ज; दो गिरफ्तार
https://t.co/BrV4naiqZL",AmarUjalaNews,loan
